Date,0,1,2,3,SPY
2015-08-07,,-0.11317299036372752,-0.11996898501874598,0.16961719318625956,0.012266972135855037
2015-08-10,-0.29800338110144153,-0.09442436347002336,-0.09176560049467097,0.18406692317463125,0.02502075731463349
2015-08-11,-0.16157231224193047,-0.08970209794157946,-0.11592245807025203,0.173073140473325,0.015771820622122457
2015-08-12,-0.1382672421365495,-0.07085144883775663,-0.15115262142028307,0.18126752704692572,0.01698878021185468
2015-08-13,-0.004340354988996764,-0.08667517308164152,-0.13586803317106766,0.1852733013382668,0.015723171445563233
2015-08-14,0.010184806790018541,-0.09038536144558251,-0.13931215942021358,0.19102855193715684,0.019422699391319354
2015-08-17,-0.12526087203917902,-0.0871521130829006,-0.1415609347844652,0.20594584435727104,0.02511806053559007
2015-08-18,-0.24414095211471099,-0.09569345693110753,-0.14720926425130332,0.20236680813410368,0.0221486791366432
2015-08-19,-0.18510364927977785,-0.0757551352340482,-0.15092169771557207,0.19717144471355863,0.014068121007042356
2015-08-20,-0.12031613717421463,-0.058205393362523616,-0.13940893883109262,0.16500951822311727,-0.007107005061330773
2015-08-21,-0.14097783359634208,-0.06680622730765295,-0.15088957758714872,0.11807308376794379,-0.036995527717318955
2015-08-24,-0.24780905945918819,-0.08828437820375001,-0.15010184996744524,0.07660319927179926,-0.07754463098287767
2015-08-25,-0.257935239458985,-0.09803722862660003,-0.15663430443116344,0.06835524086794509,-0.0883998910519368
2015-08-26,-0.24814542269902273,-0.11253475960819614,-0.16546645878275534,0.11902693984619828,-0.05340011864771921
2015-08-27,-0.2588207275496156,-0.09737654615039293,-0.16179327331332127,0.14365852478664265,-0.029985830744784003
2015-08-28,-0.23866496133531123,-0.08934494108493529,-0.1633403111256394,0.13762972143675367,-0.029937176700386425
2015-08-31,-0.2108140425300674,-0.09226422721530336,-0.16062888290673016,0.12659019370920777,-0.037774401326101104
2015-09-01,-0.21635261588334476,-0.09246466816288035,-0.17218813012454715,0.09489619055787957,-0.06649461843675442
2015-09-02,-0.22827706287538996,-0.08679952789877954,-0.17541508719111387,0.12992174083117214,-0.04877568681025124
2015-09-03,-0.2515026210289819,-0.09232117899585912,-0.18700610635840054,0.11886387053716407,-0.048094194307839566
2015-09-04,-0.23977042198990117,-0.10060332605821587,-0.1862379729194934,0.10685038743941533,-0.06250302992513923
2015-09-08,-0.1996464342961679,-0.09308343184081547,-0.17700070810133361,0.14160274400892714,-0.03894270687143597
2015-09-09,-0.22412431555186274,-0.10776763593157457,-0.1796029391727616,0.1321773609812873,-0.051793800139009694
2015-09-10,-0.2302715108070078,-0.09899679722540022,-0.17173038462863233,0.14761397742880256,-0.046633828196645744
2015-09-11,-0.26804414333315896,-0.11044423914847268,-0.1579821035133353,0.16017391348770627,-0.04230145692503706
2015-09-14,-0.3123578743036012,-0.11869316139426123,-0.14351616042379245,0.1587481125179695,-0.045855027605439136
2015-09-15,-0.2964181210490878,-0.11479572478632982,-0.14773711135965362,0.16603251227213156,-0.03392876521200172
2015-09-16,-0.30857888739618655,-0.10050260678591716,-0.1541949488064167,0.17104622944355952,-0.025556151384380277
2015-09-17,-0.30772399629583325,-0.08654808708502792,-0.1607151676688212,0.17642177429699957,-0.02774666404238335
2015-09-18,-0.30595244421223433,-0.0872154623521948,-0.16596549793685544,0.17028379830464013,-0.04858100735076287
2015-09-21,-0.3069189556541505,-0.0916688054799838,-0.15291947014526686,0.17472847215871234,-0.04366444192986041
2015-09-22,-0.30390413004183414,-0.11322336226023333,-0.15959105673923335,0.1548135084309168,-0.05607744434864548
2015-09-23,-0.3046951526377383,-0.11288909245384404,-0.1518256395329054,0.1616949789037505,-0.05758646450423699
2015-09-24,-0.3159113665044555,-0.09251774644054145,-0.15757310844706174,0.15979142054621676,-0.06099400976954794
2015-09-25,-0.3398914984195195,-0.09787747224340371,-0.13876925207103596,0.1461096884745512,-0.061237343273434
2015-09-28,-0.3679629322799026,-0.12056858276930082,-0.1460198119240368,0.11497669211137262,-0.08479773447687422
2015-09-29,-0.3488882640260893,-0.12142495189614166,-0.14560153307172796,0.10569979928855422,-0.08426227225739202
2015-09-30,-0.3211148821116848,-0.1299928103898612,-0.13775860666409157,0.12377449110519123,-0.06717611093916609
2015-10-01,-0.3351154199506923,-0.13162493022727229,-0.1395606295874926,0.13336548781385504,-0.06474219175970142
2015-10-02,-0.3397359747454768,-0.10835847897002482,-0.1431165644357144,0.15267908005014252,-0.050771520008765836
2015-10-05,-0.35156590733652293,-0.10017734487866514,-0.1364873957780739,0.17014364624491152,-0.0338801160354425
2015-10-06,-0.3295814224194892,-0.0833465591511704,-0.12512834526416672,0.1525014738829511,-0.03719028506222144
2015-10-07,-0.3527666145310402,-0.07668696847568268,-0.13120653504053292,0.16329733504255994,-0.029304333374533753
2015-10-08,-0.3486081272515049,-0.0829218848937765,-0.13944555486458565,0.1538537596815588,-0.020542209724945693
2015-10-09,-0.3339390340959546,-0.06887017004668283,-0.14398255829239426,0.17443793074936154,-0.01995809346106603
2015-10-12,-0.33903516852835247,-0.06111262517878968,-0.14540933266022016,0.1879605208545112,-0.01903319443719287
2015-10-13,-0.33874223887296406,-0.0614382330704909,-0.13029341604329037,0.18274218442898205,-0.02521536862438667
2015-10-14,-0.3697346490161856,-0.04913255939532701,-0.14033694719065837,0.17705342666864898,-0.029888527523827424
2015-10-15,-0.3547854705474829,-0.04922701631505111,-0.14725709206184823,0.20311480009245986,-0.014992878863604675
2015-10-16,-0.35710134629565404,-0.04852665869777073,-0.15221992547935626,0.20331219557873936,-0.010514477309066406
2015-10-19,-0.3797469681753771,-0.055639299367633566,-0.16199372804646817,0.21353238865378188,-0.010027737283718752
2015-10-20,-0.3948992378382735,-0.0510129565812073,-0.15597435408217508,0.20796015015959113,-0.011293346050010089
2015-10-21,-0.3926276243017639,-0.061671349799059194,-0.15022073895476262,0.197904668718762,-0.017426798043069347
2015-10-22,-0.32965383305430995,-0.05653920997834794,-0.15598061302919353,0.22789137739112286,-0.0008275227853420386
2015-10-23,-0.33889894903489504,-0.06082714234412412,-0.15829397635206988,0.2711641625133465,0.010125113522249096
2015-10-26,-0.2582423236937612,-0.06196157456650897,-0.14765576520814605,0.2709260347688034,0.007642540298386846
2015-10-27,-0.204906903539248,-0.06316969491120361,-0.15094475641424776,0.2758045073744735,0.005695434161845148
2015-10-28,-0.15412035902989796,-0.06011092567020082,-0.15457582678633996,0.29589801415389827,0.017134810494783936
2015-10-29,-0.02617743231287961,-0.0731859200648256,-0.15005405167956654,0.3009924346667767,0.016550694230904384
2015-10-30,-0.03205240047536173,-0.07733462148237658,-0.14452232367757267,0.29232528384407264,0.012169595897322694
2015-11-02,-0.004680831494349946,-0.08499579058734674,-0.1579269232743642,0.3131184527364492,0.02414450746731922
2015-11-03,0.07585617395289379,-0.09729651966758035,-0.15269948435101421,0.3159982211275749,0.027113893734104444
2015-11-04,0.014548961926662551,-0.10687436656319527,-0.1459694003174643,0.3126464448786468,0.023998482052227876
2015-11-05,-0.02892068757205757,-0.1099220125547411,-0.15749972252160815,0.3175749296233037,0.02297620192198413
2015-11-06,-0.06168859466596355,-0.12012290500617451,-0.1568260975581287,0.318973572980046,0.022440734834663578
2015-11-09,-0.04408422452697325,-0.13277877804302718,-0.17089707991508085,0.30959909105614547,0.012899815461707265
2015-11-10,-0.12759233541639647,-0.14003415751529769,-0.18202065478238516,0.3033708115197411,0.015236358402640038
2015-11-11,-0.2077752555953084,-0.14897207391355538,-0.18173825621925688,0.30957324195341274,0.011244765023186387
2015-11-12,-0.12264529747616715,-0.15083280945308275,-0.17945993405227556,0.30114698600639445,-0.0028720100282542127
2015-11-13,-0.1258191159145713,-0.1580774098551514,-0.18564041809592324,0.2735407096939877,-0.014068052857306945
2015-11-16,-0.12610404756904647,-0.15607463198246352,-0.18498058720581967,0.2793684501213116,0.0009248990238723831
2015-11-17,-0.0963566902045383,-0.1646438799405474,-0.187521742347594,0.2743005502493079,0.00019475247706313148
2015-11-18,-0.10274022939005678,-0.16657863190247557,-0.1891226721103001,0.3013117020985756,0.016063881187981188
2015-11-19,-0.12653603572392902,-0.1595249594618846,-0.18374332089569112,0.29830356292806215,0.01518770435824246
2015-11-20,-0.14122397846437695,-0.16645194106303973,-0.187639443162262,0.3052592712134574,0.018887237171836935
2015-11-23,-0.13255331151103966,-0.1698459457066709,-0.1774447304065324,0.2985800328171633,0.01771899977623903
2015-11-24,-0.1510276439160665,-0.16639411935265014,-0.1834619352915966,0.29609842969749756,0.019081989648900954
2015-11-25,-0.13379015709547926,-0.16799344152031503,-0.1795457586809025,0.30247314695326644,0.018935959365971478
2015-11-27,-0.08605704612629916,-0.17605861541029044,-0.18808528697473892,0.29964499826034907,0.020104196761569382
2015-11-30,-0.06324145149416294,-0.17544168247772451,-0.1820201459167743,0.29714093038299927,0.015869196860654133
2015-12-01,-0.09098148379970816,-0.1708321298850295,-0.18032475622335464,0.3180757217777337,0.0255561513843785
2015-12-02,-0.12047590450070633,-0.1801120388855566,-0.18590550339560774,0.30985444462583844,0.015090328119710339
2015-12-03,-0.1191043493653764,-0.17289321158874238,-0.17308726652936113,0.2954926169362393,0.0008762498473131597
2015-12-04,-0.10864295812644054,-0.14543399949757385,-0.16542716460163054,0.32798537264017913,0.02039625245958976
2015-12-07,-0.0680465847311641,-0.16343904960239408,-0.17689889725993824,0.32423178173582445,0.014214151289971388
2015-12-08,-0.04460066888860781,-0.16605008761473317,-0.1810922253582269,0.2961661941995857,0.0073991337769250265
2015-12-09,-0.056215474581264635,-0.16254216366232466,-0.17770107112846067,0.2767377481884934,-0.0004380908487897628
2015-12-10,-0.03906871825862157,-0.16583454679248277,-0.17026851404146104,0.2831416408341856,0.002141858613604608
2015-12-11,0.03818145948339091,-0.17303922774740887,-0.17740442310809212,0.248200378941408,-0.01728076776013998
2015-12-14,0.035819772220684554,-0.18917914725939056,-0.1740559169726028,0.2586111229063164,-0.012315626180253947
2015-12-15,0.08053638315862077,-0.17418335041645716,-0.17848736708283874,0.2574105730112377,-0.0019471061365424758
2015-12-16,0.051670189661569665,-0.15002252551929218,-0.18731132705734577,0.2752459580862827,0.012656408940245667
