Open,Close,High,Low,Volume,Date
1878.95,1878.95,1878.95,1878.95,,10/31/20
1867.95,1878.95,1889.3,1865.09,,10/30/20
1877.45,1866.65,1885.05,1859.92,,10/29/20
1905.55,1878.2,1910.55,1870.3,,10/28/20
1902.55,1904.8,1911.05,1898.1,,10/27/20
1895.35,1902.6,1908.1,1895.1,,10/26/20
1907,1896.65,1907,1895.85,,10/25/20
1905.2,1901.55,1913.95,1895,,10/23/20
1924.9,1904.15,1925.9,1895.15,,10/22/20
1910.25,1924.6,1931.2,1908.65,,10/21/20
1903.75,1906.65,1914.1,1895.1,,10/20/20
1900.25,1904.33,1917.75,1897.15,,10/19/20
1899.4,1899.4,1899.4,1899.4,,10/18/20
1908.9,1899.4,1913.5,1897.9,,10/16/20
1901.95,1908.1,1908.85,1889.85,,10/15/20
1893.4,1900.33,1912.55,1883.3,,10/14/20
1924.05,1890.35,1925.35,1887.39,,10/13/20
1927.2,1922.94,1932.95,1918.6,,10/12/20
1930.43,1930.43,1930.43,1930.43,,10/11/20
1930.43,1930.43,1930.43,1930.43,,10/10/20
1894.35,1930.43,1930.5,1893.52,,10/09/20
1887.7,1893.95,1899.7,1882.3,,10/08/20
1877.35,1887.3,1898,1873.35,,10/07/20
1912.15,1878.3,1920.5,1875.05,,10/06/20
1903.7,1913.45,1918.1,1887.2,,10/05/20
1899.7,1899.7,1899.7,1899.7,,10/04/20
1905.1,1899.7,1916.8,1889.79,,10/02/20
1887.5,1906,1911.3,1884.89,,10/01/20
1897.75,1885.95,1901.82,1881.59,,09/30/20
1881.05,1897.81,1898.85,1876.08,,09/29/20
1864.7,1880.98,1883.05,1850.2,,09/28/20
1861.05,1855.5,1861.05,1855.5,,09/27/20
1861.05,1861.05,1861.05,1861.05,,09/26/20
1869.85,1861.05,1874.75,1853.3,,09/25/20
1864.25,1868.69,1876.78,1848.99,,09/24/20
1901.15,1863.4,1904.9,1856.11,,09/23/20
1914.58,1900.2,1919.59,1895.1,,09/22/20
1947.75,1912.35,1955.6,1884.09,,09/21/20
0,1962,1962,1962,,09/20/20
0,1962,1962,1962,,09/19/20
1944.25,1951.33,1960,1944.25,,09/18/20
1959.55,1944.98,1960.95,1932.9,,09/17/20
1954.7,1959.75,1973.03,1950.2,,09/16/20
1957.5,1953.88,1972,1948.6,,09/15/20
1937.8,1956.7,1962.14,1937.55,,09/14/20
1940.4,1940.4,1940.4,1940.4,,09/13/20
1940.4,1940.4,1940.4,1940.4,,09/12/20
1946.54,1940.4,1954.35,1938.2,,09/11/20
1946.35,1946.35,1966.2,1941.65,,09/10/20
1932.51,1946.5,1950.6,1920.29,,09/09/20
1929.8,1931.35,1940.5,1906.7,,09/08/20
1932.8,1928.55,1941.25,1925.41,,09/07/20
1933.83,1933.83,1933.83,1933.83,,09/06/20
1930.3,1933.83,1941.45,1916.8,,09/04/20
1942.41,1930.3,1951,1922.9,,09/03/20
1969.22,1942.89,1973.25,1933.5,,09/02/20
1968.65,1970.45,1992.15,1964.19,,09/01/20
1969.45,1967.9,1976.05,1954.7,,08/31/20
1964.95,1964.95,1964.95,1964.95,,08/29/20
1930,1964.95,1973.1,1923.8,,08/28/20
1952.15,1929.5,1976.5,1912.2,,08/27/20
1928.15,1953.3,1954.3,1903.35,,08/26/20
1930.25,1928.4,1937.5,1914.85,,08/25/20
1935.75,1927.98,1961.4,1924.25,,08/24/20
1940.22,1947.5,1947.5,1940.22,,08/23/20
1948.55,1940.23,1955.55,1912.65,,08/21/20
1931.3,1947.05,1954.91,1925.15,,08/20/20
2004.9,1930.48,2006.55,1924.75,,08/19/20
1983.35,2000.62,2014.7,1977.15,,08/18/20
1944.75,1985.07,1990.5,1930.35,,08/17/20
1945.35,1947.04,1948.35,1945.35,,08/16/20
1945.35,1945.35,1945.35,1945.35,,08/15/20
1951.9,1945.35,1962.65,1934.05,,08/14/20
1919.1,1954.03,1965.75,1912.7,,08/13/20
1917.8,1914.39,1948.4,1866.4,,08/12/20
2027.25,1912.43,2029.75,1902.65,,08/11/20
2028.25,2027.08,2049.7,2020.2,,08/10/20
2035.99,2035.99,2035.99,2035.99,,08/09/20
2035.99,2035.99,2035.99,2035.99,,08/08/20
2067.3,2035.99,2072.9,2016.1,,08/07/20
2040.05,2063.68,2069.1,2035.25,,08/06/20
2021.45,2038.15,2055.48,2010.1,,08/05/20
1977.7,2018.51,2019.5,1969.35,,08/04/20
1981.1,1976.35,1984.7,1960.85,,08/03/20
1975.9,1975.9,1975.9,1975.9,,08/02/20
1975.9,1975.9,1975.9,1975.9,,08/01/20
1955.7,1975.9,1978,1955.55,,07/31/20
1970.65,1956.05,1971.65,1939.79,,07/30/20
1959.6,1970.92,1979.78,1945.2,,07/29/20
1944.25,1959.6,1980.55,1908.4,,07/28/20
1903.45,1942.55,1945.1,1903.45,,07/27/20
1901.65,1901.65,1901.65,1901.65,,07/26/20
1901.65,1901.65,1901.65,1901.65,,07/25/20
1889.85,1901.65,1906.4,1882.1,,07/24/20
1872.53,1887.3,1897.89,1864.28,,07/23/20
1841.4,1872.53,1872.53,1841.2,,07/22/20
1818.3,1841.9,1843.35,1815.85,,07/21/20
1808.35,1817.73,1820.4,1806,,07/20/20
1809.9,1809.9,1809.9,1809.9,,07/19/20
1809.9,1809.9,1809.9,1809.9,,07/18/20
1798.35,1809.9,1811.47,1796.15,,07/17/20
1811.4,1797.89,1813.5,1795.11,,07/16/20
1808.6,1809.09,1813.95,1803.05,,07/15/20
1802.7,1808.6,1810.65,1791.9,,07/14/20
1800.1,1802.5,1813.15,1798.25,,07/13/20
1799.3,1799.3,1799.3,1799.3,,07/12/20
1799.3,1799.3,1799.3,1799.3,,07/11/20
1803.51,1799.3,1810.5,1794.2,,07/10/20
1809.7,1803.5,1816,1796.25,,07/09/20
1794.41,1809.15,1817.45,1791.39,,07/08/20
1785.5,1793.25,1797.15,1773.8,,07/07/20
1774.35,1784.5,1786.9,1770.5,,07/06/20
0,1784.5,1784.5,1784.5,,07/04/20
1775.9,1774.91,1777,1772.8,,07/03/20
1772.35,1773.03,1779.6,1757.32,,07/02/20
1781.4,1769.99,1788.66,1759.4,,07/01/20
1772.5,1779.55,1785.85,1765.4,,06/30/20
1771.1,1770.4,1774.8,1765.7,,06/29/20
1771.05,1771.05,1771.05,1771.05,,06/28/20
1771.05,1771.05,1771.05,1771.05,,06/27/20
1764.75,1771.05,1771.65,1747.64,,06/26/20
1760.2,1762.14,1768.42,1755.61,,06/25/20
1769.4,1762.6,1778.7,1760.78,,06/24/20
1754.55,1769.1,1770.8,1747.2,,06/23/20
1747.35,1754.7,1762.03,1742.71,,06/22/20
1743.95,1743.95,1743.95,1743.95,,06/21/20
1743.95,1743.95,1743.95,1743.95,,06/20/20
1723.55,1743.95,1744.5,1721.03,,06/19/20
1726.15,1721.95,1736,1717.14,,06/18/20
1725.62,1726.63,1729.1,1713.1,,06/17/20
1726.76,1728.57,1732.01,1716.99,,06/16/20
1730.55,1725.75,1733.8,1704.12,,06/15/20
1730.8,1730.8,1730.8,1730.8,,06/14/20
1730.8,1730.8,1730.8,1730.8,,06/13/20
1729.15,1730.8,1742.66,1722.29,,06/12/20
1737.82,1726.3,1744.6,1721.1,,06/11/20
1716.1,1737.07,1739.03,1710.7,,06/10/20
1700.5,1714.5,1720.75,1691.8,,06/09/20
1681.5,1698.51,1700.25,1677.86,,06/08/20
1683.65,1683.65,1683.65,1683.65,,06/07/20
1683.65,1683.65,1683.65,1683.65,,06/06/20
1714.75,1683.65,1716.35,1670.3,,06/05/20
1699.7,1713.39,1720.6,1697,,06/04/20
1728,1698.1,1731.99,1689.13,,06/03/20
1737.5,1727.99,1744.35,1721.59,,06/02/20
1735.62,1739.98,1744.55,1728.55,,06/01/20
1730.35,1730.35,1730.35,1730.35,,05/30/20
